survey,item,variable,values,question_text,response_categories,item_category,female_var,female_vals
eb751,favor_natural_gas4,v433,c(1:4),To what extent are you in favour of or opposed to the use of the following sources of energy in (OUR COUNTRY)? Natural gas,1 totally in favor 2 fairly in favor 3 fairly opposed 4 totally opposed,mitigate,v103,c(1:2)
eb751,favor_nuclear4,v434,c(4:1),To what extent are you in favour of or opposed to the use of the following sources of energy in (OUR COUNTRY)? Nuclear energy,1 totally in favor 2 fairly in favor 3 fairly opposed 4 totally opposed,mitigate,v103,c(1:2)
eb753,top2_country_challenge2,v190,c(0:1),"What do you think are the two most important issues facing (OUR COUNTRY) at the moment?  The environment, climate, and energy issues",0 Not mentioned 1 climate change,concern,v615,c(1:2)
eb753,top2_personal_challenge2,v208,c(0:1),What do you think are the two most important issues you are facing at the moment? Climate change,0 Not mentioned 1 climate change,concern,v615,c(1:2)
eb753,top2_eu_challenge2,v294,c(0:1),What do you think are the two most important issues facing the EU at the moment? The environment and climate change,0 Not mentioned 1 climate change,concern,v615,c(1:2)
eb753,refocus_research2,v399,c(0:1),"Thinking about innovation, what do you think should be the EU's priority? Refocus research on new challenges such as cllimate change, energy and resource efficiency",0 not mentioned 1 mentioned,mitigate,v615,c(1:2)
eb753,top3_eu_industry_priority2,v437,c(0:1),"Thinking about industry, what do you think should be the EU's priority? To make the most of the opportunities of the green economy (i.e. environmental technologies, recycling, renewable energy)",0 not mentioned 1 mentioned,mitigate,v615,c(1:2)
eb753,top3_eu_budget_priority2,v573,c(0:1),And on which of the following would you like EU budget to be spent? Climate change and environmental protection,0 not mentioned 1 mentioned,mitigate,v615,c(1:2)
eb754,top3_nat_security_challenge2,v247,c(0:1),What do you think are the most important challenges to the security of (NATIONALITY) citizens at the moment? Environmental issues/climate change,0 not mentioned 1 mentioned,concern,v594,c(1:2)
eb754,top3_eu_security_challenge2,v263,c(0:1),And what do you think are the most important challenges to the security of EU citizens at the moment? Environmental issues/climate change,0 not mentioned 1 mentioned,concern,v594,c(1:2)
eb754,top3_challenge2,v546,c(0:1),"In your opinion, which of the following do you consider to be the most serious problem currently facing the world as a whole: climate change",0 not mentioned 1 mentioned,concern,v594,c(1:2)
eb754,concern10,v557,c(1:10),And how serious a problem do you think climate change is at this moment?,1 Not at all a serious problem / 23456789 /  10 An extremely serious problem,concern,v594,c(1:2)
eb754,mitigation_jobs4,v568,c(4:1),Fighting climate change and using energy more efficiently can create economic growth and jobs in the EU,1 totally agree 2 tend to agree 3 tend to disagree 4 totally disagree,benefit,v594,c(1:2)
eb754,tax_energy4,v569,c(4:1),Taxation should be based more on the way we use energy,1 totally agree 2 tend to agree 3 tend to disagree 4 totally disagree,mitigate,v594,c(1:2)
eb754,taken_action2,v570,c(2:1),Have you personally taken any action to fight climate change over the past six months?,1 yes 2 no,other,v594,c(1:2)
eb763,top2_country_challenge2,qa6a2_15,c(0:1),"What do you think are the two most important issues facing (OUR COUNTRY) at the moment?  The environment, climate, and energy issues",0 Not mentioned 1 climate change,concern,d10,c(1:2)
eb763,top2_personal_challenge2,qa7a2_15,c(0:1),What do you think are the two most important issues you are facing at the moment? Climate change,0 Not mentioned 1 climate change,concern,d10,c(1:2)
eb763,top2_eu_challenge2,qa8_13,c(0:1),What do you think are the two most important issues facing the EU at the moment? The environment and climate change,0 Not mentioned 1 climate change,concern,d10,c(1:2)
eb763,refocus_research2,qb3t_1,c(0:1),"Thinking about innovation, what do you think should be the EU's priority? Refocus research on new challenges such as cllimate change, energy and resource efficiency",0 not mentioned 1 mentioned,mitigate,d10,c(1:2)
eb763,priority_eu2,qp11t_3,c(0:1),"The European Parliament promotes the development of certain policies at the EU level.  In your opinion, which of the following policies should be given priority? Combating climate change",0 not mentioned 1 mentioned,mitigate,d10,c(1:2)
eb773,top2_country_challenge2,qa7a_13,c(0:1),"What do you think are the two most important issues facing (OUR COUNTRY) at the moment?  The environment, climate, and energy issues",0 Not mentioned 1 the environment and climate change,concern,d10,c(1:2)
eb773,top2_personal_challenge2,qa8a_12,c(0:1),"What do you think are the two most important issues you are facing at the moment?  The environment, climate, and energy issues",0 Not mentioned 1 the environment and climate change,concern,d10,c(1:2)
eb773,top2_eu_challenge2,qa9_13,c(0:1),What do you think are the two most important issues facing the EU at the moment? The environment and climate change,0 Not mentioned 1 the environment and climate change,concern,d10,c(1:2)
eb781,top2_country_challenge2,qa5a_13,c(0:1),"What do you think are the two most important issues facing (OUR COUNTRY) at the moment?  The environment, climate, and energy issues",0 Not mentioned 1 the environment and climate change,concern,d10,c(1:2)
eb781,top2_personal_challenge2,qa6a_12,c(0:1),"What do you think are the two most important issues you are facing at the moment?  The environment, climate, and energy issues",0 Not mentioned 1 the environment and climate change,concern,d10,c(1:2)
eb781,top2_eu_challenge2,qa7_13,c(0:1),What do you think are the two most important issues facing the EU at the moment? The environment and climate change,0 Not mentioned 1 the environment and climate change,concern,d10,c(1:2)
eb793,top2_country_challenge2,qa6a_13,c(0:1),"What do you think are the two most important issues facing (OUR COUNTRY) at the moment?  The environment, climate, and energy issues",0 Not mentioned 1 the environment and climate change,concern,d10,c(1:2)
eb793,top2_personal_challenge2,qa7a_12,c(0:1),"What do you think are the two most important issues you are facing at the moment?  The environment, climate, and energy issues",0 Not mentioned 1 the environment and climate change,concern,d10,c(1:2)
eb793,top2_eu_challenge2,qa8_11,c(0:1),What do you think are the two most important issues facing the EU at the moment? The environment and climate change,0 Not mentioned 1 the environment and climate change,concern,d10,c(1:2)
eb801,top2_country_challenge2,qa4a_13,c(0:1),"What do you think are the two most important issues facing (OUR COUNTRY) at the moment?  The environment, climate, and energy issues",0 Not mentioned 1 the environment and climate change,concern,d10,c(1:2)
eb801,top2_personal_challenge2,qa5a_12,c(0:1),"What do you think are the two most important issues you are facing at the moment?  The environment, climate, and energy issues",0 Not mentioned 1 the environment and climate change,concern,d10,c(1:2)
eb801,top2_eu_challenge2,qa6_13,c(0:1),What do you think are the two most important issues facing the EU at the moment? The environment and climate change,0 Not mentioned 1 the environment and climate change,concern,d10,c(1:2)
eb802,top3_challenge2,qa1t_1,c(0:1),Which of the following do you consider to be the single most serious problem facing the world as a whole?  CLIMATE CHANGE (SUM),0 Not mentioned 1 climate change,concern,d10,c(1:2)
eb802,concern10,qa2,c(1:10),And how serious a problem do you think climate change is at this moment?,1 Not at all a serious problem / 23456789 /  10 An extremely serious problem,concern,d10,c(1:2)
eb802,mitigation_jobs4,qa4_1,c(4:1),Fighting climate change and using energy more efficiently can create economic growth and jobs in the EU,1 totally agree 2 tend to agree 3 tend to disagree 4 totally disagree,benefit,d10,c(1:2)
eb802,reduce_ff_imports4a,qa4_2,c(4:1),Reducing fossil fuel imports from outside the EU can benefit the EU economically,1 totally agree 2 tend to agree 3 tend to disagree 4 totally disagree,benefit,d10,c(1:2)
eb802,taken_action2,qa5,c(2:1),Have you personally taken any action to fight climate change over the past six months?,1 yes 2 no,other,d10,c(1:2)
eb802,important_renewables4,qa7,c(4:1),"How important do you think it is that the (OUR NATIONALITY) government sets targets to increase the amount of renewable energyused, such as wind or solar power, by 2030?",1 Very important  2  Fairly important 3 Not very important 4 Not at all important,mitigate,d10,c(1:2)
eb802,important_reduce4,qa8,c(4:1),"How important do you think it is that the (OUR NATIONALITY) government provides support for improving energy efficiency (for example, by encouraging people to insulate their home or purchase low  energy light bulbs) by 2030?",1 Very important  2  Fairly important 3 Not very important 4 Not at all important,mitigate,d10,c(1:2)
eb812,top2_country_challenge2,qa4_13,c(0:1),"What do you think are the two most important issues facing (OUR COUNTRY) at the moment?  The environment, climate, and energy issues","0 Not mentioned 1 the environment, climate, and energy issues",concern,d10,c(1:2)
eb812,top2_personal_challenge2,qa5_12,c(0:1),"What do you think are the two most important issues you are facing at the moment?  The environment, climate, and energy issues","0 Not mentioned 1 the environment, climate, and energy issues",concern,d10,c(1:2)
eb812,top2_eu_challenge2,qa6_13,c(0:1),What do you think are the two most important issues facing the EU at the moment? The environment and climate change,0 Not mentioned 1 the environment and climate change,concern,d10,c(1:2)
eb814,top2_country_challenge2,qa4a_13,c(0:1),"What do you think are the two most important issues facing (OUR COUNTRY) at the moment?  The environment, climate, and energy issues",0 Not mentioned 1 the environment and climate change,concern,d10,c(1:2)
eb814,top2_personal_challenge2,qa5a_12,c(0:1),"What do you think are the two most important issues you are facing at the moment?  The environment, climate, and energy issues",0 Not mentioned 1 the environment and climate change,concern,d10,c(1:2)
eb814,top2_eu_challenge2,qa6_13,c(0:1),What do you think are the two most important issues facing the EU at the moment? The environment and climate change,0 Not mentioned 1 the environment and climate change,concern,d10,c(1:2)
eb823,top2_country_challenge2,qa3a_13,c(0:1),"What do you think are the two most important issues facing (OUR COUNTRY) at the moment?  The environment, climate, and energy issues",0 Not mentioned 1 the environment and climate change,concern,d10,c(1:2)
eb823,top2_personal_challenge2,qa4a_12,c(0:1),"What do you think are the two most important issues you are facing at the moment?  The environment, climate, and energy issues",0 Not mentioned 1 the environment and climate change,concern,d10,c(1:2)
eb823,top2_eu_challenge2,qa5_13,c(0:1),What do you think are the two most important issues facing the EU at the moment? The environment and climate change,0 Not mentioned 1 the environment and climate change,concern,d10,c(1:2)
eb831,top2_country_challenge2,qa3_13,c(0:1),"What do you think are the two most important issues facing (OUR COUNTRY) at the moment?  The environment, climate, and energy issues",0 Not mentioned 1 the environment and climate change,concern,d10,c(1:2)
eb831,top2_personal_challenge2,qa4_12,c(0:1),"What do you think are the two most important issues you are facing at the moment?  The environment, climate, and energy issues",0 Not mentioned 1 the environment and climate change,concern,d10,c(1:2)
eb831,top2_eu_challenge2,qa5_13,c(0:1),What do you think are the two most important issues facing the EU at the moment? The environment and climate change,0 Not mentioned 1 the environment and climate change,concern,d10,c(1:2)
eb833,top3_eu_budget_priority2,qe3t_6,c(0:1),And on which of the following would you like EU budget to be spent? Climate change and environmental protection,0 not mentioned 1 mentioned,mitigate,d10,c(1:2)
eb833,top2_country_challenge2,qa3a_13,c(0:1),"What do you think are the two most important issues facing (OUR COUNTRY) at the moment?  The environment, climate, and energy issues",0 Not mentioned 1 the environment and climate change,concern,d10,c(1:2)
eb833,top2_personal_challenge2,qa4a_12,c(0:1),"What do you think are the two most important issues you are facing at the moment?  The environment, climate, and energy issues",0 Not mentioned 1 the environment and climate change,concern,d10,c(1:2)
eb833,top2_eu_challenge2,qa5_13,c(0:1),What do you think are the two most important issues facing the EU at the moment? The environment and climate change,0 Not mentioned 1 the environment and climate change,concern,d10,c(1:2)
eb834,top3_challenge2,qa1t_1,c(0:1),Which of the following do you consider to be the single most serious problem facing the world as a whole?  CLIMATE CHANGE (SUM),0 Not mentioned 1 climate change,concern,d10,c(1:2)
eb834,concern10,qa2,c(1:10),And how serious a problem do you think climate change is at this moment?,1 Not at all a serious problem / 23456789 /  10 An extremely serious problem,concern,d10,c(1:2)
eb834,mitigation_jobs4,qa4_1,c(4:1),Fighting climate change and using energy more efficiently can create economic growth and jobs in the EU,1 totally agree 2 tend to agree 3 tend to disagree 4 totally disagree,benefit,d10,c(1:2)
eb834,tech_jobs4,qa4_2,c(4:1),Promoting EU expertise in clean technologies to countries outside the EU can help create new jobs in the EU,1 totally agree 2 tend to agree 3 tend to disagree 4 totally disagree,benefit,d10,c(1:2)
eb834,reduce_ff_imports4a,qc4_3,c(4:1),Reducing fossil fuel imports from outside the EU can benefit the EU economically,1 totally agree 2 tend to agree 3 tend to disagree 4 totally disagree,benefit,d10,c(1:2)
eb834,reduce_ff_imports4b,qc4_4,c(4:1),Reducing fossil fuel imports from outside the EU can increase energy security,1 totally agree 2 tend to agree 3 tend to disagree 4 totally disagree,benefit,d10,c(1:2)
eb834,important_renewables4,qa7,c(4:1),"How important do you think it is that the (NATIONALITY) government sets targets to increase the amount of renewable energy used, such as wind or solar power, by 2030?",1 Very important  2  Fairly important 3 Not very important 4 Not at all important,mitigate,d10,c(1:2)
eb834,important_reduce4,qa8,c(4:1),How important do you think it is that the (NATIONALITY) government provides support for improving energy efficiency by 2030 (e.g. by encouraging people to insulate their home or buy electric cars)?,1 Very important  2  Fairly important 3 Not very important 4 Not at all important,mitigate,d10,c(1:2)
eb843,top2_country_challenge2,qa3a_13,c(0:1),"What do you think are the two most important issues facing (OUR COUNTRY) at the moment?  The environment, climate, and energy issues",0 Not mentioned 1 the environment and climate change,concern,d10,c(1:2)
eb843,top2_personal_challenge2,qa4a_12,c(0:1),"What do you think are the two most important issues you are facing at the moment?  The environment, climate, and energy issues",0 Not mentioned 1 the environment and climate change,concern,d10,c(1:2)
eb843,top2_eu_challenge2,qa5_13,c(0:1),What do you think are the two most important issues facing the EU at the moment? The environment and climate change,0 Not mentioned 1 the environment and climate change,concern,d10,c(1:2)
eb852,top2_country_challenge2,qa3a_13,c(0:1),"What do you think are the two most important issues facing (OUR COUNTRY) at the moment?  The environment, climate, and energy issues",0 Not mentioned 1 the environment and climate change,concern,d10,c(1:2)
eb852,top2_personal_challenge2,qa4a_12,c(0:1),"What do you think are the two most important issues you are facing at the moment?  The environment, climate, and energy issues",0 Not mentioned 1 the environment and climate change,concern,d10,c(1:2)
eb852,top2_eu_challenge2,qa5_13,c(0:1),What do you think are the two most important issues facing the EU at the moment? The environment and climate change,0 Not mentioned 1 the environment and climate change,concern,d10,c(1:2)
eb862,top2_country_challenge2,qa3a_13,c(0:1),"What do you think are the two most important issues facing (OUR COUNTRY) at the moment?  The environment, climate, and energy issues",0 Not mentioned 1 the environment and climate change,concern,d10,c(1:2)
eb862,top2_personal_challenge2,qa4a_12,c(0:1),"What do you think are the two most important issues you are facing at the moment?  The environment, climate, and energy issues",0 Not mentioned 1 the environment and climate change,concern,d10,c(1:2)
eb862,top2_eu_challenge2,qa5_13,c(0:1),What do you think are the two most important issues facing the EU at the moment? The environment and climate change,0 Not mentioned 1 the environment and climate change,concern,d10,c(1:2)
eb871,top3_challenge2,qc1t_1,c(0:1),Which of the following do you consider to be the most serious problem facing the world as a whole? climate change,0 Not mentioned 1 climate change,concern,d10,c(1:2)
eb871,concern10,qc2,c(1:10),And how serious a problem do you think climate change is at this moment?,1 not at all a serious problem / 23456789 / 10 an extremely serious problem,concern,d10,c(1:2)
eb871,mitigation_jobs4,qc4_1,c(4:1),Fighting climate change and using energy more efficiently can create economic growth and jobs in the EU,1 totally agree 2 tend to agree 3 tend to disagree 4 totally disagree,benefit,d10,c(1:2)
eb871,tech_jobs4,qc4_2,c(4:1),Promoting EU expertise in clean technologies to countries outside the EU can help create new jobs in the EU,1 totally agree 2 tend to agree 3 tend to disagree 4 totally disagree,benefit,d10,c(1:2)
eb871,reduce_ff_imports4a,qc4_3,c(4:1),Reducing fossil fuel imports from outside the EU can benefit the EU economically,1 totally agree 2 tend to agree 3 tend to disagree 4 totally disagree,benefit,d10,c(1:2)
eb871,reduce_ff_imports4b,qc4_4,c(4:1),Reducing fossil fuel imports from outside the EU can increase energy security,1 totally agree 2 tend to agree 3 tend to disagree 4 totally disagree,benefit,d10,c(1:2)
eb871,support_renewables4,qc4_5,c(4:1),More public financial support should be given to the transition to clean energies even if it means subsidies to fossil fuels should be reduced,1 totally agree 2 tend to agree 3 tend to disagree 4 totally disagree,mitigate,d10,c(1:2)
eb871,taken_action2,qc5,c(2:1),Have you personally taken any action to fight climate change over the past six months?,1 yes 2 no,other,d10,c(1:2)
eb871,important_renewables4,qc7,c(4:1),"How important do you think it is that the (NATIONALITY) government sets ambitious targets to increase the amount of renewable energy used, such as wind or solar power, by 2030?",1 Very important  2  Fairly important 3 Not very important 4 Not at all important,mitigate,d10,c(1:2)
eb871,important_reduce4,qc8,c(4:1),How important do you think it is that the (NATIONALITY) government provides support for improving energy efficiency by 2030 (e.g. by encouraging people to insulate their home or buy electric cars)?,1 Very important  2  Fairly important 3 Not very important 4 Not at all important,mitigate,d10,c(1:2)
eb873,top2_country_challenge2,qa3a_14,c(0:1),"What do you think are the two most important issues facing (OUR COUNTRY) at the moment?  The environment, climate, and energy issues","0 Not mentioned 1 the environment, climate, and energy issues",concern,d10,c(1:2)
eb873,top2_personal_challenge2,qa4a_13,c(0:1),"What do you think are the two most important issues you are facing at the moment?  The environment, climate, and energy issues","0 Not mentioned 1 the environment, climate, and energy issues",concern,d10,c(1:2)
eb873,top2_eu_challenge2,qa5_13,c(0:1),What do you think are the two most important issues facing the EU at the moment? The environment and climate change,0 Not mentioned 1 climate change,concern,d10,c(1:2)
eb883,top2_country_challenge2,qa3a_14,c(0:1),"What do you think are the two most important issues facing (OUR COUNTRY) at the moment?  The environment, climate, and energy issues",0 Not mentioned 1 the environment and climate change,concern,d10,c(1:2)
eb883,top2_personal_challenge2,qa4a_13,c(0:1),"What do you think are the two most important issues you are facing at the moment?  The environment, climate, and energy issues",0 Not mentioned 1 the environment and climate change,concern,d10,c(1:2)
eb883,top2_eu_challenge2,qa5_13,c(0:1),What do you think are the two most important issues facing the EU at the moment? The environment and climate change,0 Not mentioned 1 the environment and climate change,concern,d10,c(1:2)
eb891,top2_country_challenge2,qa3a_13,c(0:1),"What do you think are the two most important issues facing (OUR COUNTRY) at the moment?  The environment, climate, and energy issues","0 Not mentioned 1 the environment, climate, and energy issues",concern,d10,c(1:2)
eb891,top2_personal_challenge2,qa4a_12,c(0:1),"What do you think are the two most important issues you are facing at the moment?  The environment, climate, and energy issues","0 Not mentioned 1 the environment, climate, and energy issues",concern,d10,c(1:2)
eb891,top2_eu_challenge2,qa5_13,c(0:1),What do you think are the two most important issues facing the EU at the moment? The environment and climate change,0 Not mentioned 1 climate change,concern,d10,c(1:2)
eb902,climate_chg_4,qb1,c(4:1),Which of the following statements best describes your opinion?,1 Climate change is entirely due to human activity 2 Climate change is partly due to human activity 3 Climate change is not at all due to human activity 4 There is no climate change / I don't believe in climate change (SPONTANEOUS),cause,d10,c(1:2)
eb902,mitigation_jobs4,qb5_1,c(4:1),Fighting climate change and using energy more efficiently can create economic growth and jobs in the EU,1 totally agree 2 tend to agree 3 tend to disagree 4 totally disagree,benefit,d10,c(1:2)
eb902,tech_jobs4,qb5_2,c(4:1),Promoting EU expertise in clean technologies to countries outside the EU can help create new jobs in the EU,1 totally agree 2 tend to agree 3 tend to disagree 4 totally disagree,benefit,d10,c(1:2)
eb902,reduce_ff_imports4a,qb5_3,c(4:1),Reducing fossil fuel imports from outside the EU can benefit the EU economically,1 totally agree 2 tend to agree 3 tend to disagree 4 totally disagree,benefit,d10,c(1:2)
eb902,reduce_ff_imports4b,qb5_4,c(4:1),Reducing fossil fuel imports from outside the EU can increase energy security,1 totally agree 2 tend to agree 3 tend to disagree 4 totally disagree,benefit,d10,c(1:2)
eb902,support_renewables4,qb5_5,c(4:1),More public financial support should be given to the transition to clean energies even if it means subsidies to fossil fuels should be reduced,1 totally agree 2 tend to agree 3 tend to disagree 4 totally disagree,benefit,d10,c(1:2)
eb903,top2_country_challenge2,qa3a_13,c(0:1),"What do you think are the two most important issues facing (OUR COUNTRY) at the moment?  The environment, climate, and energy issues","0 Not mentioned 1 the environment, climate, and energy issues",concern,d10,c(1:2)
eb903,top2_personal_challenge2,qa4a_12,c(0:1),"What do you think are the two most important issues you are facing at the moment?  The environment, climate, and energy issues","0 Not mentioned 1 the environment, climate, and energy issues",concern,d10,c(1:2)
eb903,top2_eu_challenge2,qa5_13,c(0:1),What do you think are the two most important issues facing the EU at the moment? The environment and climate change,0 Not mentioned 1 climate change,concern,d10,c(1:2)
eb913,top3_challenge2,qb1t_1,c(0:1),Which of the following do you consider to be the single most serious problem facing the world as a whole?,0 Not mentioned 1 climate change,concern,d10,c(1:2)
eb913,concern10,qb2,c(1:10),And how serious a problem do you think climate change is at this moment? ,1 Not at all a serious problem / 23456789 /  10 An extremely serious problem,concern,d10,c(1:2)
eb913,tech_jobs4,qb4_1,c(4:1),Promoting EU expertise in clean technologies to countries outside the EU can help create new jobs in the EU,1 totally agree 2 tend to agree 3 tend to disagree 4 totally disagree,benefit,d10,c(1:2)
eb913,reduce_ff_imports4,qb4_2,c(4:1),Reducing fossil fuel imports from outside the EU can increase energy security and benefit the EU economically,1 totally agree 2 tend to agree 3 tend to disagree 4 totally disagree,benefit,d10,c(1:2)
eb913,innovate4,qb4_3,c(4:1),Taking action on climate change will lead to innovation that will make EU companies more competitive,1 totally agree 2 tend to agree 3 tend to disagree 4 totally disagree,benefit,d10,c(1:2)
eb913,support_renewables4,qb4_4,c(4:1),More public financial support should be given to the transition to clean energies even if it means subsidies to fossil fuels should be reduced,1 totally agree 2 tend to agree 3 tend to disagree 4 totally disagree,benefit,d10,c(1:2)
eb913,mitigation_positive4,qb4_5,c(4:1),Adapting to the adverse impacts of climate change can have positive outcomes for citizens in the EU,1 totally agree 2 tend to agree 3 tend to disagree 4 totally disagree,benefit,d10,c(1:2)
eb913,taken_action2,qb5,c(2:1),Have you personally taken any action to fight climate change over the past six months?,1 yes 2 no,other,d10,c(1:2)
eb913,important_renewables4,qb7,c(4:1),"How important do you think it is that the (NATIONALITY) government sets ambitious targets to increase the amount of renewable energy used, such as wind or solar power, by 2030?",1 Very important  2  Fairly important 3 Not very important 4 Not at all important,mitigate,d10,c(1:2)
eb913,important_reduce4,qb8,c(4:1),How important do you think it is that the (NATIONALITY) government provides support for improving energy efficiency by 2030 (e.g. by encouraging people to insulate their home or buy electric cars)?,1 Very important  2  Fairly important 3 Not very important 4 Not at all important,mitigate,d10,c(1:2)
eb913,important_neutral4,qb9,c(4:1),"To what extent do you agree or disagree with the following statement: We should reduce greenhouse gas emissions to a minimum while offsetting the remaining emissions, for instance by increasing forested areas, to make the EU economy climate neutral by 2050.",1 totally agree 2 tend to agree 3 tend to disagree 4 totally disagree,mitigate,d10,c(1:2)
eb914,access_clean4,qb2_2,c(4:1),"The EU must ensure access to clean energy, e.g. encourage a move away from fossil fuels towards energy sources with low greenhouse gas emissions",1 totally agree 2 tend to agree 3 tend to disagree 4 totally disagree,mitigate,d10,c(1:2)
eb924,concern_country10,qa2_1,c(1:10),And how serious a problem do you think climate change is at this moment? In your country,1 Not at all a serious problem / 23456789 /  10 An extremely serious problem,concern,d10,c(1:2)
eb924,concern_eu10,qa2_2,c(1:10),And how serious a problem do you think climate change is at this moment? In the EU,1 Not at all a serious problem / 23456789 / 10 An extremely serious problem,concern,d10,c(1:2)
eb924,top4_env_issue2,qa3_8,c(0:1),"From the following list, please pick the four environmental issues which you consider the most important.",0 Not mentioned 1 Climate change,concern,d10,c(1:2)
eb941,top_eu_challenge2,qa11_8,c(0:1),And which of the following do you think are the main challenges for the EU?,0 Not Selected 1 environmental issues and climate change,concern,d10,c(1:2)
eb941,top2_challenge2,qa16_1,c(0:1),Which two of the following should be prioritised in order to face major global challenges?,0 Not Selected 1 environmental issues and climate change,concern,d10,c(1:2)
eb943,top2_country_challenge2,qa3a_14,c(0:1),What do you think are the two most important issues facing (OUR COUNTRY) at the moment?  The environment and climate change,0 Not mentioned 1 the environment and climate change,concern,d10,c(1:2)
eb943,top2_personal_challenge2,qa4a_13,c(0:1),What do you think are the two most important issues you are facing at the moment?  the environment and climate change,0 Not mentioned 1 the environment and climate change,concern,d10,c(1:2)
eb943,top2_eu_challenge2,qa5_11,c(0:1),What do you think are the two most important issues facing (EU) at the moment? The environment and climate change,0 Not mentioned 1 the environment and climate change,concern,d10,c(1:2)
eb951,priority_eu2,qa9t_1,c(0:1),Which of the following topics would you like to see addressed in priority by the European Parliament? The environment and climate change,0 Not mentioned 1 the environment and climate change,concern,d10,c(1:2)
eb951,top3_challenge2,qb1t_1,c(0:1),Which of the following do you consider to be the single most serious problem facing the world as a whole? (First two),0 Not mentioned 1 climate change,concern,d10,c(1:2)
eb951,tech_jobs4,qb4_1,c(4:1),Promoting EU expertise in clean technologies to countries outside the EU can help create new jobs in the EU,1 totally agree 2 tend to agree 3 tend to disagree 4 totally disagree,benefit,d10,c(1:2)
eb951,mitigation_health4a,qb4_2,c(4:1),Tackling climate change and environmental issues should be a priority to improve public health,1 totally agree 2 tend to agree 3 tend to disagree 4 totally disagree,benefit,d10,c(1:2)
eb951,mitigation_save4a,qb4_3,c(4:1),The costs of the damages due to climate change are much higher than the costs of the investments needed for a green transition,1 totally agree 2 tend to agree 3 tend to disagree 4 totally disagree,benefit,d10,c(1:2)
eb951,reduce_ff_imports4,qb4_4,c(4:1),Reducing fossil fuel imports from outside the EU can increase energy security and benefit the EU economically,1 totally agree 2 tend to agree 3 tend to disagree 4 totally disagree,benefit,d10,c(1:2)
eb951,innovate4,qb4_5,c(4:1),Taking action on climate change will lead to innovation that will make EU companies more competitive,1 totally agree 2 tend to agree 3 tend to disagree 4 totally disagree,benefit,d10,c(1:2)
eb951,support_renewables4,qb4_6,c(4:1),More public financial support should be given to the transition to clean energies even if it means subsidies to fossil fuels should be reduced,1 totally agree 2 tend to agree 3 tend to disagree 4 totally disagree,mitigate,d10,c(1:2)
eb951,mitigation_positive4,qb4_7,c(4:1),Adapting to the adverse impacts of climate change can have positive outcomes for citizens in the EU,1 totally agree 2 tend to agree 3 tend to disagree 4 totally disagree,benefit,d10,c(1:2)
eb951,concern10,qb2,c(1:10),How serious a problem do you think climate change is at this moment?,1 Not at all a serious problem / 23456789 / 10 An extremely serious problem,concern,d10,c(1:2)
eb951,action_nat_rel3,qb7,"c(3,1,2)","Do you think that the (NATIONALITY) government is doing enough, not enough or too much to tackle climate change?",1 Enough 2 Not enough 3  Too much,mitigate,d10,c(1:2)
eb951,important_renewables4,qb8_1,c(4:1),"How important do you think it is that the (NATIONALITY) government sets targets to increase the amount of renewable energy used, such as wind or solar power, by 2030?",1 Very important  2  Fairly important 3 Not very important 4 Not at all important,mitigate,d10,c(1:2)
eb951,important_renewables4a,qb8_2,c(4:1),"How important do you think it is that the European Union sets targets to increase the amount of renewable energy used, such as wind or solar power, by 2030?",1 Very important  2  Fairly important 3 Not very important 4 Not at all important,mitigate,d10,c(1:2)
eb951,important_reduce4,qb9_1,c(4:1),How important do you think it is that the (NATIONALITY) government provides support for improving energy efficiency by 2030 (e.g. by encouraging people to insulate their home or buy electric cars)?,1 Very important  2  Fairly important 3 Not very important 4 Not at all important,mitigate,d10,c(1:2)
eb951,important_reduce4a,qb9_2,c(4:1),How important do you think it is that the European Union provides support for improving energy efficiency by 2030 (e.g. by encouraging people to insulate their home or buy electric cars)?,1 Very important  2  Fairly important 3 Not very important 4 Not at all important,mitigate,d10,c(1:2)
eb951,important_neutral4,qb10,c(4:1),"We should reduce greenhouse gas emissions to a minimum while offsetting the remaining emissions, for instance by increasing forested areas, to make the EU economy climate-neutral by 2050.",1 totally agree 2 tend to agree 3 tend to disagree 4 totally disagree,mitigate,d10,c(1:2)
eb952,interest3,qa2_6,c(3:1),"In everyday life, we have to deal with many different issues, where we feel more or less interested. For each of the following, please indicate whether you are…THE ENVIRONMENT & CLIMATE CHANGE",1 Very interested  2  Moderately interested  3  Not at all interested,other,d10,c(1:2)
eb952,human_cause2,qa20_9,c(1:2),Climate change is for the most part caused by natural cycles rather than human activities,1 true 2 false,cause,d10,c(1:2)
eb953,top2_country_challenge2,qa3a_14,c(0:1),What do you think are the two most important issues facing (OUR COUNTRY) at the moment? THE ENVIRONMENT & CLIMATE CHANGE,0 Not mentioned 1 the environment and climate change,concern,d10,c(1:2)
eb953,top2_personal_challenge2,qa4a_13,c(0:1),What do you think are the two most important issues facing (personal) at the moment?THE ENVIRONMENT & CLIMATE CHANGE,0 Not mentioned 1 the environment and climate change,concern,d10,c(1:2)
eb953,top2_eu_challenge2,qa5_11,c(0:1),What do you think are the two most important issues facing (EU) at the moment?THE ENVIRONMENT & CLIMATE CHANGE,0 Not mentioned 1 the environment and climate change,concern,d10,c(1:2)
