survey,item,variable,values,question_text,response_categories,item_category,female_var,female_vals
lits_wave2,problem_economy2,q401ae,c(0:1),"A major global economic downturn: In your opinion, which of the following do you consider to be a very serious problem currently facing the world?",0 not mentioned 1 mentioned,finances,,
lits_wave2,problem_nukes2,q401af,c(0:1),"The proliferation of nuclear weapons: In your opinion, which of the following do you consider to be a very serious problem currently facing the world?",0 not mentioned 1 mentioned,war,,
lits_wave2,problem_armed_conflict2,q401ag,c(0:1),"Armed conflicts: In your opinion, which of the following do you consider to be a very serious problem currently facing the world?",0 not mentioned 1 mentioned,war,,
lits_wave2,problem_population2,q401ah,c(0:1),"The increasing world population: In your opinion, which of the following do you consider to be a very serious problem currently facing the world?",0 not mentioned 1 mentioned,environment,,
pew2002,problem_crime4,q15a,c(4:1),"Crime: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,crime,q73,c(1:2)
pew2002,problem_social_conflict4,q15b,c(4:1),"Conflict between (ethnic/racial/nationality/religious/tribal) groups: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,politics,q73,c(1:2)
pew2002,problem_corrupt_govt4,q15c,c(4:1),"Corrupt political leaders: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,politics,q73,c(1:2)
pew2002,problem_morals4,q15d,c(4:1),"Moral decline: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,politics,q73,c(1:2)
pew2002,problem_water4,q15e,c(4:1),"Poor quality of drinking water: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,health,q73,c(1:2)
pew2002,problem_terrorism4,q15f,c(4:1),"Terrorism: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,terrorism,q73,c(1:2)
pew2002,problem_disease4,q15g,c(4:1),"The spread of HIV/AIDS and other infectious diseases: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,health,q73,c(1:2)
pew2002,problem_schools4,q15h,c(4:1),"Poor quality public schools: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,family,q73,c(1:2)
pew2002,problem_immigration4,q15i,c(4:1),"Immigration: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,immigration,q73,c(1:2)
pew2002,problem_emigration4,q15j,c(4:1),"People leaving our country for jobs in other countries: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,immigration,q73,c(1:2)
pew2007,problem_crime4,q14a,c(4:1),"Crime: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,crime,q107,c(1:2)
pew2007,problem_social_conflict4,q14b,c(4:1),"Conflict between (ethnic/racial/nationality/religious/tribal) groups: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,politics,q107,c(1:2)
pew2007,problem_corrupt_govt4,q14c,c(4:1),"Corrupt political leaders: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,politics,q107,c(1:2)
pew2007,problem_water4,q14d,c(4:1),"Poor quality of drinking water: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,health,q107,c(1:2)
pew2007,problem_terrorism4,q14e,c(4:1),"Terrorism: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,terrorism,q107,c(1:2)
pew2007,problem_disease4,q14f,c(4:1),"The spread of HIV/AIDS and other infectious diseases: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,health,q107,c(1:2)
pew2007,problem_schools4,q14g,c(4:1),"Poor quality public schools: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,family,q107,c(1:2)
pew2007,problem_immigration4,q14h,c(4:1),"Immigration: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,immigration,q107,c(1:2)
pew2007,problem_emigration4,q14i,c(4:1),"People leaving our country for jobs in other countries: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,immigration,q107,c(1:2)
pew2007,problem_drugs4,q14j,c(4:1),"Illegal drugs: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,crime,q107,c(1:2)
pew2007,problem_pollution4,q14k,c(4:1),"Pollution: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,environment,q107,c(1:2)
pew2008,problem_inequality4,q8a,c(4:1),"The gap between rich and poor: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,politics,q75,c(1:2)
pew2008,problem_air_pollution4,q8b,c(4:1),"Air pollution: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,environment,q75,c(1:2)
pew2008,problem_corrupt_business4,q8c,c(4:1),"Corrupt businesspeople: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,politics,q75,c(1:2)
pew2008,problem_working_conditions4,q8d,c(4:1),"Conditions for workers: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,finances,q75,c(1:2)
pew2008,problem_unemployment4,q8e,c(4:1),"Unemployment: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,finances,q75,c(1:2)
pew2008,problem_food_safety4,q8f,c(4:1),"Safety of food: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,health,q75,c(1:2)
pew2008,problem_water_pollution4,q8g,c(4:1),"Water pollution: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,environment,q75,c(1:2)
pew2008,problem_inflation4,q8h,c(4:1),"Rising prices: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,finances,q75,c(1:2)
pew2008,problem_defects4,q8i,c(4:1),"Quality of manufactured goods: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,finances,q75,c(1:2)
pew2008,problem_health_care4,q8j,c(4:1),"Health care: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,health,q75,c(1:2)
pew2008,problem_education4,q8k,c(4:1),"Education: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,family,q75,c(1:2)
pew2008,problem_crime4,q8l,c(4:1),"Crime: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,crime,q75,c(1:2)
pew2008,problem_corrupt_govt4,q8m,c(4:1),"Corrupt officials: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,politics,q75,c(1:2)
pew2008,problem_retirement4,q8n,c(4:1),"Old age insurance: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,finances,q75,c(1:2)
pew2008,problem_medicine4,q8o,c(4:1),"Safety of medicine: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,health,q75,c(1:2)
pew2008,problem_traffic4,q8p,c(4:1),"Traffic: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,environment,q75,c(1:2)
pew2008,problem_blackouts4,q8q,c(4:1),"Electricity shortages: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,finances,q75,c(1:2)
pew2009,problem_crime4,q9a,c(4:1),"Crime: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,crime,q53,c(1:2)
pew2009,problem_social_conflict4,q9b,c(4:1),"Conflict between (ethnic/racial/nationality/religious/tribal) groups: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,politics,q53,c(1:2)
pew2009,problem_corrupt_govt4,q9c,c(4:1),"Corrupt political leaders: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,politics,q53,c(1:2)
pew2009,problem_terrorism4,q9d,c(4:1),"Terrorism: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,terrorism,q53,c(1:2)
pew2009,problem_disease4,q9e,c(4:1),"The spread of HIV/AIDS and other infectious diseases: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,health,q53,c(1:2)
pew2009,problem_schools4,q9f,c(4:1),"Poor quality public schools: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,family,q53,c(1:2)
pew2009,problem_immigration4,q9g,c(4:1),"Immigration: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,immigration,q53,c(1:2)
pew2009,problem_emigration4,q9h,c(4:1),"People leaving our country for jobs in other countries: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,immigration,q53,c(1:2)
pew2009,problem_drugs4,q9i,c(4:1),"Illegal drugs: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,crime,q53,c(1:2)
pew2009,problem_pollution4,q9j,c(4:1),"Pollution: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,environment,q53,c(1:2)
pew2009_spring,problem_crime4,q9a,c(4:1),"Crime: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,crime,q80,c(1:2)
pew2009_spring,problem_corrupt_govt4,q9b,c(4:1),"Corrupt political leaders: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,politics,q80,c(1:2)
pew2009_spring,problem_terrorism4,q9c,c(4:1),"Terrorism: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,terrorism,q80,c(1:2)
pew2009_spring,problem_emigration4,q9d,c(4:1),"People leaving our countryf or jobs in other countries: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,immigration,q80,c(1:2)
pew2009_spring,problem_drugs4,q9e,c(4:1),"Illegal drugs: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,crime,q80,c(1:2)
pew2009_spring,problem_pollution4,q9f,c(4:1),"Pollution: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,environment,q80,c(1:2)
pew2009_spring,problem_economy4,q9g,c(4:1),"Economic problems: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,finances,q80,c(1:2)
pew2010,problem_crime4,q19a,c(4:1),"Crime: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,crime,q120,c(1:2)
pew2010,problem_corrupt_govt4,q19b,c(4:1),"Corrupt political leaders: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,politics,q120,c(1:2)
pew2010,problem_water4,q19c,c(4:1),"Access to drinking water: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,health,q120,c(1:2)
pew2010,problem_terrorism4,q19d,c(4:1),"Terrorism: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,terrorism,q120,c(1:2)
pew2010,problem_disease4,q19e,c(4:1),"The spread of HIV/AIDS and other infectious diseases: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,health,q120,c(1:2)
pew2010,problem_inequality4,q19f,c(4:1),"Social inequality: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,politics,q120,c(1:2)
pew2010,problem_inequality4,q19g,c(4:1),"The gap between rich and poor: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,politics,q120,c(1:2)
pew2010,problem_emigration4,q19h,c(4:1),"People leaving our country for jobs in other countries: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,immigration,q120,c(1:2)
pew2010,problem_drugs4,q19i,c(4:1),"Illegal drugs: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,crime,q120,c(1:2)
pew2010,problem_pollution4,q19j,c(4:1),"Pollution: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,environment,q120,c(1:2)
pew2010,problem_economy4,q19k,c(4:1),"Economic problems: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,finances,q120,c(1:2)
pew2010,problem_unemployment4,q19kpak,c(4:1),"Lack of jobs: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,finances,q120,c(1:2)
pew2010,problem_kashmir4,q19l,c(4:1),"The situation in Kashmir: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,war,q120,c(1:2)
pew2010,problem_afghanistan4,q19m,c(4:1),"The situation in Afghanistan: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,war,q120,c(1:2)
pew2014,problem_crime4,q21a,c(4:1),"Crime: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,crime,q132,c(1:2)
pew2014,problem_corrupt_govt4,q21b,c(4:1),"Corrupt political leaders: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,politics,q132,c(1:2)
pew2014,problem_corrupt_govt4,q21bchi,c(4:1),"Corrupt officials: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,politics,q132,c(1:2)
pew2014,problem_schools4,q21c,c(4:1),"Poor quality public schools: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,family,q132,c(1:2)
pew2014,problem_emigration4,q21d,c(4:1),"People leaving our country for jobs in other countries: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,immigration,q132,c(1:2)
pew2014,problem_air_pollution4,q21e,c(4:1),"Air pollution: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,environment,q132,c(1:2)
pew2014,problem_water_pollution4,q21f,c(4:1),"Water pollution: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,environment,q132,c(1:2)
pew2014,problem_food_safety4,q21g,c(4:1),"Safety of food: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,health,q132,c(1:2)
pew2014,problem_health_care4,q21h,c(4:1),"Health care: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,health,q132,c(1:2)
pew2014,problem_traffic4,q21i,c(4:1),"Traffic: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,environment,q132,c(1:2)
pew2014,problem_blackouts4,q21j,c(4:1),"Electricity shortages: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,finances,q132,c(1:2)
pew2015,problem_schools4,q59a,c(4:1),"Poor quality schools: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,family,q145,c(1:2)
pew2015,problem_crime4,q59b,c(4:1),"Crime: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,crime,q145,c(1:2)
pew2015,problem_health_care4,q59c,c(4:1),"Poor health care: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,health,q145,c(1:2)
pew2015,problem_corrupt_govt4,q59d,c(4:1),"Government corruption: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,politics,q145,c(1:2)
pew2015,problem_toilets4,q59e,c(4:1),"Lack of access to clean toilets: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,health,q145,c(1:2)
pew2015,problem_blackouts4,q59f,c(4:1),"Energy shortages, such as electricity blackouts or fuel scarcity: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,finances,q145,c(1:2)
pew2015,problem_unemployment4,q59g,c(4:1),"Lack of employment opportunities: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,finances,q145,c(1:2)
pew2015,problem_food_shortages4,q59h,c(4:1),"Food shortages: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,health,q145,c(1:2)
pew2015,problem_infrastructure4,q59i,c(4:1),"Poor infrastructure, such as roads and bridges: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,finances,q145,c(1:2)
pew2015,problem_pollution4,q59j,c(4:1),"Pollution and other forms of environmental damage: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,environment,q145,c(1:2)
pew2015,problem_participation4,q59k,c(4:1),"Too few citizens participating in politics: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,politics,q145,c(1:2)
pew2015,problem_access_water4,q59l,c(4:1),"Lack of clean drinking water: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,health,q145,c(1:2)
pew2016,problem_schools4,q94a,c(4:1),"Poor quality schools: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,family,q107,c(1:2)
pew2016,problem_corrupt_govt4,q94b,c(4:1),"Government corruption: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,politics,q107,c(1:2)
pew2016,problem_health_care4,q94c,c(4:1),"Poor health care: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,health,q107,c(1:2)
pew2016,problem_poverty4,q94d,c(4:1),"Poverty: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,finances,q107,c(1:2)
pew2016,problem_police4,q94e,c(4:1),"Police misconduct: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,politics,q107,c(1:2)
pew2016,problem_discrimination4,q94f,c(4:1),"Discrimination against (ethnic/religious/racial; in India: vulnerable or disadvantaged) groups: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,politics,q107,c(1:2)
pew2022,problem_china_econ4,china_econcomp,c(4:1),"Economic competition with China: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,finances,,
pew2022,problem_china_military4,china_milpower,c(4:1),"China’s military power: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,war,,
